序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
251	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & KDJ-J>75（宽松） & OBV方向卖压（宽松）
252	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & KDJ-J>85（严格） & OBV方向卖压（宽松）
253	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	连续阳线≥3（严格） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格） & 量比温和>1.1（宽松）
254	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	ATR波动率比>1.8（严格） & KDJ-J>75（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI温和>55（严格）
255	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡75%	+2.06%	布林中区<0.35（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
256	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	ATR波动率比>1.2（宽松） & KDJ-J<15（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比>1.8（严格）
257	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-K<25（严格） & RSI<30（严格） & 量比>1.3（宽松）
258	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-K<25（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
259	做多	精品	2	20	16	80.0%	79.8%	0.020	78.4	空头88%	+5.20%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.8（严格）
260	做多	精品	2	23	17	73.9%	73.9%	0.011	78.3	空头82%  震荡75%	+4.02%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松）
261	做多	精品	2	23	17	73.9%	73.9%	0.011	78.3	空头82%  震荡75%	+4.02%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松）
262	做多	精品	2	23	17	73.9%	73.9%	0.011	78.3	空头82%  震荡75%	+4.02%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<45（严格）
263	做多	精品	2	23	17	73.9%	73.9%	0.011	78.3	空头82%  震荡75%	+4.02%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格）
264	做多	精品	2	23	17	73.9%	73.9%	0.011	78.3	空头82%  震荡75%	+4.02%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格）
265	做空	精品	2	26	16	61.5%	61.5%	0.000	78.0	多头60%  震荡67%	+5.24%	偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
266	做多	精品	4	50	37	74.0%	75.9%	0.046	78.0	⚠空头62%  震荡88%	+8.80%	布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
267	做多	精品	4	48	35	72.9%	74.5%	0.042	78.0	⚠空头62%  震荡86%	+7.72%	布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比>1.8（严格）
268	做多	精品	2	24	18	75.0%	74.8%	0.021	77.8	空头80%	+4.56%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<30（严格）
269	做多	精品	2	24	18	75.0%	74.8%	0.021	77.8	空头86%  ⚠震荡60%	+4.56%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.8（严格）
270	做多	精品	2	24	18	75.0%	74.8%	0.021	77.8	空头88%  ⚠震荡50%	+4.56%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.8（严格）
271	做多	精品	2	24	18	75.0%	74.8%	0.021	77.8	空头88%  ⚠震荡50%	+4.56%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI<40（宽松） & 量比>1.8（严格）
272	做多	精品	3	44	32	72.7%	72.6%	0.017	77.8	空头77%  ⚠震荡62%	+6.96%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
273	做多	精品	3	44	32	72.7%	72.6%	0.017	77.8	空头78%  ⚠震荡58%	+6.96%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
274	做多	精品	3	44	32	72.7%	72.6%	0.017	77.8	空头78%  ⚠震荡58%	+6.96%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
275	做多	精品	3	44	32	72.7%	72.6%	0.017	77.8	空头78%  ⚠震荡58%	+6.96%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<45（严格）
276	做多	精品	3	38	29	76.3%	77.4%	0.037	77.6	空头76%  震荡76%	+7.92%	KDJ-K<35（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
277	做多	精品	2	41	30	73.2%	73.1%	0.008	77.3	空头75%  震荡71%	+6.74%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
278	做多	精品	2	18	14	77.8%	77.5%	0.025	77.1	空头86%	+4.12%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<30（严格） & 量比>1.8（严格）
279	做多	精品	2	18	14	77.8%	77.5%	0.025	77.1	空头88%	+4.12%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI<30（严格） & 量比>1.8（严格）
280	做多	精品	2	26	19	73.1%	73.6%	0.014	77.1	⚠空头62%  震荡90%	+4.24%	MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
281	做多	精品	2	38	28	73.7%	73.6%	0.014	77.1	空头83%  ⚠震荡60%	+6.52%	偏离MA5温和<-0.5%（严格） & 量比>1.3（宽松）
282	做空	精品	1	25	16	64.0%	64.0%	0.000	77.0	⚠多头47%  震荡90%	+5.90%	KDJ-J>75（宽松） & KDJ-K>65（宽松） & MA5斜率>0.05%（严格） & MACD柱翻负（严格）
283	做多	精品	3	35	29	82.9%	84.6%	0.040	76.6	空头88%  ⚠震荡62%	+10.50%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格）
284	做多	精品	3	47	34	72.3%	72.3%	0.019	76.5	空头76%  ⚠震荡62%	+7.18%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松）
285	做多	精品	3	47	34	72.3%	72.3%	0.019	76.5	空头76%  ⚠震荡62%	+7.18%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松）
286	做多	精品	3	70	52	74.3%	73.3%	0.027	76.5	空头73%  震荡78%	+12.60%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & 量比>1.8（严格）
287	做空	精品	1	11	7	63.6%	63.6%	0.000	76.4	多头80%	+2.54%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & OBV方向卖压（宽松）
288	做空	精品	1	11	7	63.6%	63.6%	0.000	76.4	⚠多头50%	+2.54%	布林中区>0.60（宽松） & KDJ-J>75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格）
289	做多	精品	3	38	29	76.3%	75.6%	0.042	76.2	空头84%  ⚠震荡62%	+7.92%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.8（严格）
290	做多	精品	3	28	24	85.7%	85.9%	0.042	76.2	空头92%  震荡81%	+9.52%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比>1.8（严格）
291	做多	精品	3	49	37	75.5%	74.9%	0.041	76.1	空头81%  ⚠震荡58%	+9.66%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
292	做多	精品	3	49	37	75.5%	74.9%	0.041	76.1	空头81%  ⚠震荡58%	+9.66%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
293	做多	精品	3	49	37	75.5%	74.9%	0.041	76.1	空头81%  ⚠震荡58%	+9.66%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
294	做多	精品	3	49	37	75.5%	74.9%	0.041	76.1	空头81%  ⚠震荡58%	+9.66%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
295	做多	精品	3	49	37	75.5%	74.9%	0.041	76.1	空头81%  ⚠震荡58%	+9.66%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI温和<45（严格） & 量比温和>1.1（宽松）
296	做多	精品	2	25	19	76.0%	75.6%	0.029	76.0	空头70%  震荡100%	+5.10%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松）
297	做多	精品	3	34	25	73.5%	73.2%	0.028	75.9	空头79%  ⚠震荡40%	+5.76%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比>1.3（宽松）
298	做多	精品	3	34	25	73.5%	73.2%	0.028	75.9	空头79%  ⚠震荡40%	+5.76%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格） & 量比>1.3（宽松）
299	做多	精品	3	34	25	73.5%	73.2%	0.028	75.9	空头79%  ⚠震荡40%	+5.76%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比>1.3（宽松）
300	做多	精品	3	34	25	73.5%	73.2%	0.028	75.9	空头79%  ⚠震荡40%	+5.76%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格）
301	做多	精品	3	34	25	73.5%	73.2%	0.028	75.9	空头79%  ⚠震荡40%	+5.76%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
302	做多	精品	2	32	23	71.9%	71.8%	0.004	75.9	空头67%  震荡75%	+4.68%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
303	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	空头69%  震荡80%	+3.26%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<30（严格）
304	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	空头69%  震荡80%	+3.26%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & RSI<30（严格）
305	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	空头67%  震荡83%	+3.26%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.3（宽松）
306	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	空头67%  震荡83%	+3.26%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
307	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	⚠空头64%  震荡88%	+3.26%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
308	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	空头75%  震荡73%	+3.26%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比>1.3（宽松）
309	做多	精品	1	19	14	73.7%	73.7%	0.000	75.8	⚠空头60%  震荡89%	+3.26%	布林位置<0.25（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
310	做多	精品	3	36	29	80.6%	81.4%	0.043	75.8	空头85%  震荡67%	+9.64%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & RSI<30（严格）
311	做多	精品	2	25	18	72.0%	72.1%	0.006	75.8	空头73%  震荡70%	+3.70%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比>1.3（宽松）
312	做多	精品	3	43	31	72.1%	72.0%	0.019	75.7	空头77%  ⚠震荡58%	+6.42%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
313	做多	精品	3	43	31	72.1%	72.0%	0.019	75.7	空头77%  ⚠震荡55%	+6.42%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI温和<45（严格）
314	做多	精品	3	43	31	72.1%	72.0%	0.019	75.7	空头78%  ⚠震荡55%	+6.42%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<50（宽松）
315	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头78%  ⚠震荡58%	+5.66%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
316	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI<40（宽松）
317	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
318	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & 量比>1.3（宽松）
319	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & 量比>1.3（宽松）
320	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & 量比>1.3（宽松）
321	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
322	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡55%	+5.66%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI温和<45（严格） & 量比>1.3（宽松）
323	做多	精品	3	39	28	71.8%	71.8%	0.018	75.6	空头79%  ⚠震荡50%	+5.66%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
324	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡58%	+6.20%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
325	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡58%	+6.20%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
326	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡55%	+6.20%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
327	做多	精品	3	44	32	72.7%	72.5%	0.024	75.6	空头78%  ⚠震荡55%	+6.96%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI温和<50（宽松）
328	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡55%	+6.20%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
329	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡55%	+6.20%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
330	做多	精品	3	40	29	72.5%	72.5%	0.024	75.6	空头79%  ⚠震荡55%	+6.20%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI温和<45（严格） & 量比温和>1.1（宽松）
331	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	多头56%	+3.60%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & KDJ-J>75（宽松） & 量比温和>1.1（宽松）
332	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	多头60%	+3.60%	MA5斜率>0.05%（严格） & MACD柱翻负（严格） & RSI温和>55（严格） & 量比>1.3（宽松）
333	做空	精品	2	25	16	64.0%	64.1%	0.026	75.4	多头63%  震荡67%	+5.90%	布林位置>0.75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松）
334	做空	精品	2	30	18	60.0%	60.0%	0.000	75.4	多头55%  震荡67%	+5.40%	偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格）
335	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	⚠多头50%	+3.60%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & 量比>1.8（严格）
336	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	⚠多头50%	+3.60%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格）
337	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	⚠多头50%	+3.60%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & KDJ-K>65（宽松） & RSI>60（宽松）
338	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	多头67%  ⚠震荡50%	+3.60%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & KDJ-J>85（严格） & RSI>60（宽松） & 量比>1.8（严格）
339	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	⚠多头50%	+3.60%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & KDJ-K>65（宽松） & MA5斜率>0.05%（严格）
340	做空	精品	2	20	12	60.0%	60.0%	0.000	75.4	多头67%  ⚠震荡50%	+3.60%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & KDJ-J>85（严格） & MA5斜率>0.05%（严格） & 量比>1.8（严格）
341	做多	精品	2	29	21	72.4%	73.2%	0.018	75.2	空头71%  震荡75%	+4.46%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & RSI<30（严格）
342	做多	精品	2	29	21	72.4%	73.2%	0.018	75.2	空头71%  震荡75%	+4.46%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
343	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松）
344	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松）
345	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & MA5斜率向下（宽松）
346	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & MA5斜率<-0.05%（严格）
347	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松）
348	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格）
349	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头80%  ⚠震荡60%	+5.00%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<40（宽松）
350	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头78%  ⚠震荡60%	+5.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
351	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
352	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
353	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<45（严格） & 量比>1.3（宽松）
354	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.3（宽松）
355	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.3（宽松）
356	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & 量比>1.3（宽松）
357	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
358	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<50（宽松）
359	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<45（严格）
360	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松）
361	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松）
362	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
363	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & RSI温和<45（严格）
364	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<45（严格） & 量比温和>1.1（宽松）
365	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松）
366	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格）
367	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比温和>1.1（宽松）
368	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松）
369	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格）
370	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比温和>1.1（宽松）
371	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & 量比温和>1.1（宽松）
372	做多	精品	2	30	22	73.3%	73.2%	0.018	75.2	空头82%  ⚠震荡50%	+5.00%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
